date,equity,positions,returns,cummax,drawdown
2024-01-02,100000.0,0,,100000.0,0.0
2024-01-03,100000.0,0,0.0,100000.0,0.0
2024-01-04,100000.0,0,0.0,100000.0,0.0
2024-01-05,100000.0,0,0.0,100000.0,0.0
2024-01-08,100000.0,0,0.0,100000.0,0.0
2024-01-09,100000.0,0,0.0,100000.0,0.0
2024-01-10,100000.0,0,0.0,100000.0,0.0
2024-01-11,100000.0,0,0.0,100000.0,0.0
2024-01-12,100000.0,0,0.0,100000.0,0.0
2024-01-16,100000.0,0,0.0,100000.0,0.0
2024-01-17,100000.0,0,0.0,100000.0,0.0
2024-01-18,100000.0,0,0.0,100000.0,0.0
2024-01-19,100000.0,0,0.0,100000.0,0.0
2024-01-22,100000.0,0,0.0,100000.0,0.0
2024-01-23,100000.0,0,0.0,100000.0,0.0
2024-01-24,100000.0,0,0.0,100000.0,0.0
2024-01-25,100000.0,0,0.0,100000.0,0.0
2024-01-26,100000.0,0,0.0,100000.0,0.0
2024-01-29,100000.0,0,0.0,100000.0,0.0
2024-01-30,100000.0,0,0.0,100000.0,0.0
2024-01-31,100000.0,0,0.0,100000.0,0.0
2024-02-01,100000.0,0,0.0,100000.0,0.0
2024-02-02,100000.0,0,0.0,100000.0,0.0
2024-02-05,100000.0,0,0.0,100000.0,0.0
2024-02-06,100000.0,0,0.0,100000.0,0.0
2024-02-07,100000.0,0,0.0,100000.0,0.0
2024-02-08,100000.0,0,0.0,100000.0,0.0
2024-02-09,100000.0,0,0.0,100000.0,0.0
2024-02-12,100000.0,0,0.0,100000.0,0.0
2024-02-13,100000.0,0,0.0,100000.0,0.0
2024-02-14,100000.0,0,0.0,100000.0,0.0
2024-02-15,100000.0,0,0.0,100000.0,0.0
2024-02-16,100000.0,0,0.0,100000.0,0.0
2024-02-20,100000.0,0,0.0,100000.0,0.0
2024-02-21,100000.0,0,0.0,100000.0,0.0
2024-02-22,100000.0,0,0.0,100000.0,0.0
2024-02-23,100000.0,0,0.0,100000.0,0.0
2024-02-26,100000.0,0,0.0,100000.0,0.0
2024-02-27,100000.0,0,0.0,100000.0,0.0
2024-02-28,100000.0,0,0.0,100000.0,0.0
2024-02-29,100000.0,0,0.0,100000.0,0.0
2024-03-01,100000.0,0,0.0,100000.0,0.0
2024-03-04,100000.0,0,0.0,100000.0,0.0
2024-03-05,100000.0,0,0.0,100000.0,0.0
2024-03-06,100000.0,0,0.0,100000.0,0.0
2024-03-07,100000.0,0,0.0,100000.0,0.0
2024-03-08,100000.0,0,0.0,100000.0,0.0
2024-03-11,100000.0,0,0.0,100000.0,0.0
2024-03-12,100000.0,0,0.0,100000.0,0.0
2024-03-13,100000.0,0,0.0,100000.0,0.0
2024-03-14,100000.0,0,0.0,100000.0,0.0
2024-03-15,98817.39961242676,2,-0.011826003875732405,100000.0,-1.1826003875732423
2024-03-18,99921.94400024414,3,0.01117763058074317,100000.0,-0.07805599975585938
2024-03-19,99352.69645690918,3,-0.005696922222946044,100000.0,-0.6473035430908204
2024-03-20,104039.42834472656,3,0.04717266923751873,104039.42834472656,0.0
2024-03-21,105573.01736450195,3,0.014740459883093138,105573.01736450195,0.0
2024-03-22,106887.17965698242,3,0.012447899333436485,106887.17965698242,0.0
2024-03-25,109746.65785217285,3,0.026752302795966187,109746.65785217285,0.0
2024-03-26,105918.77583312988,3,-0.034879258229431165,109746.65785217285,-3.4879258229431187
2024-03-27,102948.40478515625,3,-0.028043857423855734,109746.65785217285,-6.194496670845092
2024-03-28,104039.48541259766,2,0.010598324760042521,109746.65785217285,-5.200315482283455
2024-04-01,102465.27607727051,1,-0.01513088352065739,109746.65785217285,-6.634718466516092
2024-04-02,100725.22954101564,1,-0.016981816698006802,109746.65785217285,-8.220230563475516
2024-04-03,102443.21933502197,2,0.017056201329447074,109746.65785217285,-6.654816337995915
2024-04-04,102322.16699737549,2,-0.001181653001850802,109746.65785217285,-6.765117954478433
2024-04-05,101610.59160369873,2,-0.006954264306140101,109746.65785217285,-7.413497966774789
2024-04-08,104489.40752316284,3,0.028331848816431027,109746.65785217285,-4.790351188727271
2024-04-09,100268.47365475463,3,-0.04039580631627682,109746.65785217285,-8.63642172154818
2024-04-10,102472.88909054565,2,0.02198513007569347,109746.65785217285,-6.627781568915622
2024-04-11,105678.6723699646,2,0.03128420900269813,109746.65785217285,-3.706705572471987
2024-04-12,100521.05011654663,2,-0.04880476010676904,109746.65785217285,-8.406276706897977
2024-04-15,94093.90140438842,2,-0.0639383363455357,109746.65785217285,-14.262626993952257
2024-04-16,94053.68863583374,1,-0.00042736848992863674,109746.65785217285,-14.299268445584298
2024-04-17,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-18,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-19,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-22,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-23,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-24,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-25,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-26,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-29,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-04-30,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-05-01,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-05-02,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-05-03,94053.68863583374,0,0.0,109746.65785217285,-14.299268445584298
2024-05-06,95081.83374595948,1,0.010931470365895146,109746.65785217285,-13.362433438261673
2024-05-07,92920.38469505616,1,-0.022732513307203384,109746.65785217285,-15.331923073030104
2024-05-08,91959.39583397217,1,-0.010342067181897008,109746.65785217285,-16.20756601277085
2024-05-09,90366.41589708312,2,-0.017322644656834085,109746.65785217285,-17.65907257166285
2024-05-10,89771.94140977843,2,-0.0065784891588676064,109746.65785217285,-18.20075147008128
2024-05-13,91063.13277788146,2,0.01438301709672496,109746.65785217285,-17.02423147997621
2024-05-14,93241.41653032287,2,0.023920588782670338,109746.65785217285,-15.039402242282682
2024-05-15,93564.34272356017,2,0.0034633342698335845,109746.65785217285,-14.745155292482822
2024-05-16,93710.31459398253,2,0.0015601228649000376,109746.65785217285,-14.61214725991113
2024-05-17,93703.94910020812,2,-6.792735465666055e-05,109746.65785217285,-14.617947430867579
2024-05-20,94709.03376359923,1,0.010726171874744228,109746.65785217285,-13.70212485999262
2024-05-21,94443.15683668989,2,-0.002807302707500847,109746.65785217285,-13.944389118524736
2024-05-22,94478.8896552934,2,0.00037835264936458834,109746.65785217285,-13.911829750155045
2024-05-23,95905.61527942243,3,0.015100999062694687,109746.65785217285,-12.611812371903024
2024-05-24,98692.84851001324,2,0.029062252741616446,109746.65785217285,-10.072114776423472
2024-05-28,103490.76693652691,2,0.04861465140533339,109746.65785217285,-5.7003019846604674
2024-05-29,102214.001738773,2,-0.012336996193457295,109746.65785217285,-6.86367700011988
2024-05-30,100648.83525012554,2,-0.015312642710609614,109746.65785217285,-8.289840237596978
2024-05-31,100289.64411853375,2,-0.0035687559691988113,109746.65785217285,-8.617131417685234
2024-06-03,101876.29901050152,2,0.01582072511985877,109746.65785217285,-7.1713881731802624
2024-06-04,102140.6520365851,2,0.0025948432427480572,109746.65785217285,-6.9305124770477535
2024-06-05,104956.20734969545,2,0.027565472287193415,109746.65785217285,-4.365008097950521
2024-06-06,105130.6816023329,3,0.001662352871194539,109746.65785217285,-4.206028994575491
2024-06-07,105205.6009596327,3,0.0007126307578142477,109746.65785217285,-4.137763264423854
2024-06-10,103091.40506729872,3,-0.02009584920431373,109746.65785217285,-6.064196318250218
2024-06-11,101978.77159867079,2,-0.010792688953085827,109746.65785217285,-7.0780162289454776
2024-06-12,103589.30088092388,2,0.01579278958753494,109746.65785217285,-5.6105188911928785
2024-06-13,104432.04343463482,2,0.008135420806437033,109746.65785217285,-4.842620742671491
2024-06-14,105951.03794528545,2,0.014545291470825061,109746.65785217285,-3.458528925773796
2024-06-17,108403.52396441998,2,0.023147352462946413,109746.65785217285,-1.2238494675273464
2024-06-18,111855.6146054417,2,0.03184481938202266,111855.6146054417,0.0
2024-06-20,109372.53472377361,2,-0.022198974011513717,111855.6146054417,-2.219897401151368
2024-06-21,104575.33507489233,3,-0.04386109969012675,111855.6146054417,-6.508640228950292
2024-06-24,101902.64358471899,3,-0.02555757041810358,111855.6146054417,-8.898052239783153
2024-06-25,105926.57848251492,3,0.039488032461596934,111855.6146054417,-5.300615569312998
2024-06-26,107744.53050125271,2,0.017162378364159903,111855.6146054417,-3.675348902860521
2024-06-27,107205.48634231716,2,-0.005002983969838559,111855.6146054417,-4.1572595881998
2024-06-28,107155.25009048611,2,-0.0004685977699933064,111855.6146054417,-4.202171282626814
2024-07-01,109676.66561020046,2,0.023530489804140853,111855.6146054417,-1.9480014507338248
2024-07-02,113263.83563888699,2,0.0327067750348613,113263.83563888699,0.0
2024-07-03,118578.9888545704,2,0.04692718717940503,118578.9888545704,0.0
2024-07-05,119073.7097026539,2,0.004172078484243391,119073.7097026539,0.0
2024-07-08,120146.083718462,2,0.009005967971317919,120146.083718462,0.0
2024-07-09,123655.51145434813,2,0.02920967231948879,123655.51145434813,0.0
2024-07-10,125314.15381885009,2,0.013413412350118392,125314.15381885009,0.0
2024-07-11,116864.33397937255,2,-0.06742909385712581,125314.15381885009,-6.742909385712578
2024-07-12,119360.70226550536,2,0.021361250273102428,125314.15381885009,-4.7508213333593865
2024-07-15,120107.64342761473,2,0.006257848252667619,125314.15381885009,-4.154766427072322
2024-07-16,120216.03818774657,2,0.0009024801173220798,125314.15381885009,-4.0682680094326615
2024-07-17,114998.46676480977,2,-0.043401625120837006,125314.15381885009,-8.231861078479872
2024-07-18,114945.22383449555,3,-0.000462988175512824,125314.15381885009,-8.274348641689354
2024-07-19,112605.9451079178,2,-0.02035124773819208,125314.15381885009,-10.141080096429368
2024-07-22,115113.52299068452,2,0.022268610066400463,125314.15381885009,-8.140046848108836
2024-07-23,114631.61601017,2,-0.004186362887647177,125314.15381885009,-8.524605946844925
2024-07-24,103736.86786411286,2,-0.09504139019631863,125314.15381885009,-17.218554566412838
2024-07-25,100987.3468345739,2,-0.0265047623487209,125314.15381885009,-19.41265710451367
2024-07-26,104256.0567096807,2,0.03236751907604063,125314.15381885009,-16.804244746056582
2024-07-29,102357.27683106437,2,-0.018212657744228866,125314.15381885009,-18.319460562269285
2024-07-30,99115.5704635717,2,-0.03167050226280399,125314.15381885009,-20.906324271358987
2024-07-31,99115.5704635717,0,0.0,125314.15381885009,-20.906324271358987
2024-08-01,95162.38834167868,1,-0.039884572155551856,125314.15381885009,-24.06094168800579
2024-08-02,95162.38834167868,0,0.0,125314.15381885009,-24.06094168800579
2024-08-05,95162.38834167868,0,0.0,125314.15381885009,-24.06094168800579
2024-08-06,95162.38834167868,0,0.0,125314.15381885009,-24.06094168800579
2024-08-07,95162.38834167868,0,0.0,125314.15381885009,-24.06094168800579
2024-08-08,95162.38834167868,0,0.0,125314.15381885009,-24.06094168800579
2024-08-09,95162.38834167868,0,0.0,125314.15381885009,-24.06094168800579
2024-08-12,95162.38834167868,0,0.0,125314.15381885009,-24.06094168800579
2024-08-13,95162.38834167868,0,0.0,125314.15381885009,-24.06094168800579
2024-08-14,94722.66236792147,1,-0.004620795898673591,125314.15381885009,-24.41184057720299
2024-08-15,96133.93217815849,2,0.014898966888782894,125314.15381885009,-23.285655092778697
2024-08-16,96176.56868519279,2,0.0004435115267653611,125314.15381885009,-23.251631396544088
2024-08-19,96918.01395191642,2,0.007709208977402238,125314.15381885009,-22.659962184305346
2024-08-20,96411.71548237297,2,-0.00522398725374873,125314.15381885009,-23.063985556058984
2024-08-21,97602.0118996093,2,0.01234597280300398,125314.15381885009,-22.11413561416257
2024-08-22,95319.26104681214,3,-0.023388358583685043,125314.15381885009,-23.935758139018798
2024-08-23,95937.34873144349,3,0.006484394421897521,125314.15381885009,-23.44252759338958
2024-08-26,93367.34423773011,3,-0.02678836269394491,125314.15381885009,-25.493376931149538
2024-08-27,93536.31524030885,3,0.001809744123689505,125314.15381885009,-25.358539007874732
2024-08-28,92334.0821813794,2,-0.012853115454042885,125314.15381885009,-26.317914323664954
2024-08-29,90630.45178728297,2,-0.01845072105389911,125314.15381885009,-27.67740193314851
2024-08-30,90913.57190447047,1,0.0031238961254658193,125314.15381885009,-27.451473649263857
2024-09-03,88033.24294556121,2,-0.031682056909345,125314.15381885009,-29.749960189796994
2024-09-04,88164.58744235412,1,0.0014919874856154092,125314.15381885009,-29.645148009536193
2024-09-05,89114.85456934196,2,0.010778331238822547,125314.15381885009,-28.886840110524638
2024-09-06,85848.93415918571,1,-0.036648440105066626,125314.15381885009,-31.4930264914161
